session,participant,handedness,gender,native language,date,frameRate,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
004,004,R,M,English,2018_Jun_22_1559,59.784925523972575,
